pre_16_r,pre_16_tot,rrc_16_r,rrc_16_tot,SD,HD
457,1326,429,1214,26.0,124.0
226,676,210,616,26.0,124.0
179,466,178,417,26.0,123.0
99,240,93,219,26.0,123.0
138,276,140,252,26.0,123.0
617,1243,627,1117,26.0,123.0
93,235,97,227,26.0,123.0
310,990,301,915,26.0,120.0
407,980,404,918,26.0,120.0
421,965,384,885,26.0,120.0
37,49,35,44,31.0,83.0
64,91,69,90,5.0,12.0
514,1133,495,1045,5.0,14.0
2334,3138,2401,3021,5.0,14.0
697,1283,782,1225,5.0,14.0
7,7,7,7,5.0,12.0
1707,2029,1708,1977,5.0,12.0
21,39,25,41,5.0,12.0
892,1031,860,979,5.0,12.0
55,133,60,119,5.0,14.0
147,250,146,232,5.0,14.0
344,689,368,649,5.0,14.0
2030,3089,2137,2944,5.0,14.0
0,0,0,0,5.0,12.0
524,632,514,609,5.0,12.0
1416,2472,1524,2364,5.0,14.0
59,169,64,150,5.0,14.0
10,11,10,11,5.0,12.0
106,124,103,119,5.0,14.0
4,19,4,16,5.0,14.0
66,83,66,79,5.0,12.0
56,132,60,122,5.0,12.0
105,152,98,133,5.0,14.0
136,243,132,219,5.0,14.0
42,440,38,409,5.0,12.0
12,137,11,131,5.0,12.0
1310,1901,1276,1753,5.0,14.0
149,186,149,185,5.0,12.0
949,1450,951,1367,5.0,14.0
1683,2587,1712,2440,5.0,14.0
1077,1554,1097,1468,5.0,14.0
218,361,236,352,5.0,14.0
353,544,350,526,5.0,14.0
724,1510,708,1378,5.0,14.0
139,414,108,362,29.0,74.0
756,1190,693,1089,29.0,74.0
487,588,481,585,18.0,17.0
208,251,194,238,31.0,88.0
451,636,447,617,25.0,73.0
200,882,195,828,23.0,109.0
128,1548,134,1516,23.0,111.0
380,1773,388,1737,23.0,109.0
343,1318,342,1248,23.0,111.0
115,1017,119,972,23.0,111.0
1086,2337,1084,2187,23.0,104.0
312,728,299,662,23.0,104.0
311,1805,314,1738,23.0,109.0
750,1986,872,1887,12.0,115.0
44,188,43,176,23.0,111.0
44,210,44,187,16.0,103.0
243,835,277,781,12.0,115.0
1044,2140,1073,2044,23.0,109.0
145,835,145,772,16.0,102.0
470,832,488,784,2.0,112.0
664,1388,697,1343,23.0,109.0
278,1651,276,1561,23.0,109.0
373,2064,371,1972,23.0,109.0
0,0,0,0,23.0,109.0
728,1448,734,1342,12.0,115.0
114,374,122,341,16.0,102.0
612,2925,636,2788,23.0,109.0
488,2297,571,2251,23.0,111.0
215,1548,230,1488,23.0,111.0
521,1063,509,991,23.0,111.0
587,1806,650,1689,12.0,115.0
529,1440,529,1354,23.0,111.0
321,1050,297,988,16.0,110.0
1,3,1,3,16.0,104.0
0,0,0,0,23.0,104.0
1330,1521,1299,1454,4.0,23.0
464,1419,498,1333,8.0,89.0
1897,3561,2071,3426,8.0,70.0
262,382,250,368,22.0,13.0
355,416,330,399,22.0,13.0
430,626,391,575,22.0,13.0
2187,3655,2298,3517,17.0,26.0
419,1402,427,1347,18.0,76.0
1487,2525,1641,2463,17.0,26.0
2874,5010,3146,4887,17.0,26.0
689,808,669,777,1.0,62.0
383,459,360,435,1.0,62.0
438,508,432,491,1.0,62.0
213,409,193,380,5.0,13.0
277,336,249,316,5.0,13.0
193,217,181,206,5.0,13.0
641,964,592,870,5.0,13.0
164,194,146,180,5.0,13.0
288,346,267,327,5.0,13.0
298,334,269,308,5.0,13.0
101,113,93,105,5.0,13.0
64,435,40,356,19.0,80.0
1346,1452,1286,1389,31.0,88.0
839,945,788,890,31.0,88.0
118,152,117,149,31.0,88.0
329,376,297,337,31.0,88.0
414,504,388,476,31.0,88.0
152,162,149,160,31.0,88.0
132,225,118,208,31.0,88.0
369,504,379,488,11.0,23.0
166,219,164,207,11.0,23.0
239,301,216,271,28.0,83.0
291,329,275,317,28.0,83.0
154,200,136,182,28.0,83.0
411,469,377,431,28.0,83.0
68,81,62,76,28.0,83.0
1096,1435,1024,1334,18.0,44.0
49,62,50,59,18.0,44.0
212,244,199,228,18.0,44.0
93,112,90,110,18.0,44.0
569,800,535,747,18.0,44.0
558,795,521,741,18.0,44.0
142,157,131,147,18.0,44.0
168,200,156,190,18.0,44.0
279,324,265,311,30.0,62.0
427,1197,410,1074,30.0,62.0
522,610,482,566,30.0,62.0
618,726,578,687,30.0,62.0
1272,1503,1270,1463,1.0,7.0
2003,2570,1967,2506,1.0,7.0
1628,1934,1594,1864,1.0,7.0
2500,2763,2449,2705,1.0,7.0
1529,2206,1475,2138,1.0,7.0
190,432,196,436,1.0,7.0
2081,2449,2033,2345,1.0,7.0
930,1938,921,1905,1.0,7.0
228,1754,257,1741,1.0,7.0
334,1393,318,1352,1.0,7.0
756,1012,760,984,1.0,7.0
1703,2271,1715,2198,1.0,7.0
1976,2545,1931,2459,1.0,7.0
1989,2643,1987,2553,1.0,7.0
410,1364,404,1342,1.0,7.0
146,174,134,155,18.0,12.0
210,253,200,243,18.0,12.0
690,1066,666,1046,18.0,12.0
1595,2508,1608,2394,25.0,44.0
149,267,128,228,19.0,44.0
32,65,29,62,19.0,44.0
66,222,57,187,19.0,44.0
108,370,84,318,19.0,44.0
888,1146,836,1054,19.0,44.0
1098,1268,1050,1204,19.0,44.0
72,136,68,122,19.0,44.0
1279,1754,1237,1637,21.0,44.0
42,71,39,61,19.0,44.0
256,452,240,412,19.0,44.0
291,719,264,650,19.0,44.0
157,538,137,483,19.0,44.0
167,277,161,257,28.0,88.0
91,178,86,158,28.0,88.0
287,401,281,384,28.0,88.0
85,194,76,168,28.0,88.0
25,29,25,28,28.0,88.0
16,31,16,30,28.0,88.0
49,121,47,111,28.0,88.0
21,60,21,54,28.0,88.0
408,510,409,499,28.0,88.0
150,210,148,208,28.0,88.0
27,51,22,45,28.0,88.0
65,84,62,80,28.0,88.0
186,227,159,204,31.0,88.0
48,55,33,42,31.0,88.0
153,179,131,164,31.0,88.0
185,199,173,189,31.0,88.0
627,1741,645,1667,4.0,150.0
2288,3346,2323,3202,7.0,130.0
658,2473,695,2362,15.0,139.0
490,2459,528,2319,13.0,137.0
898,1637,952,1582,15.0,148.0
814,1789,848,1737,15.0,148.0
507,1202,517,1153,15.0,148.0
169,1203,181,1165,15.0,139.0
158,1851,162,1788,15.0,139.0
29,248,24,239,15.0,141.0
578,2203,606,2026,13.0,149.0
312,1304,310,1222,17.0,137.0
826,2177,830,2044,15.0,148.0
1411,2590,1466,2451,15.0,138.0
45,1168,39,1158,13.0,141.0
22,544,13,529,13.0,141.0
61,1085,50,1048,13.0,141.0
1271,1594,1268,1543,11.0,128.0
771,1034,756,997,11.0,128.0
529,880,515,836,11.0,128.0
544,733,535,704,11.0,128.0
1925,2966,2115,2742,17.0,138.0
631,1344,702,1229,17.0,133.0
387,588,392,572,11.0,128.0
2098,3186,2213,3056,17.0,132.0
1948,2979,1989,2867,17.0,132.0
1799,2948,1845,2834,17.0,132.0
817,2115,839,2023,7.0,149.0
2212,3201,2285,3070,17.0,132.0
848,2224,897,2063,17.0,133.0
86,391,94,377,15.0,139.0
592,1848,607,1696,13.0,137.0
118,771,115,716,13.0,137.0
2174,3668,2266,3561,17.0,132.0
1014,1540,1038,1512,17.0,132.0
1399,2596,1467,2468,17.0,132.0
943,1235,940,1177,7.0,138.0
554,1697,566,1616,15.0,148.0
1695,2667,1765,2545,7.0,138.0
1073,2400,1077,2270,7.0,135.0
1030,1539,973,1414,6.0,128.0
1216,2250,1302,2089,7.0,138.0
230,876,223,814,6.0,140.0
1017,1716,1092,1605,17.0,149.0
1391,2393,1500,2182,17.0,133.0
750,2121,766,2000,7.0,149.0
740,1283,828,1151,17.0,134.0
1073,2114,1119,1958,17.0,138.0
732,1318,755,1226,17.0,138.0
782,1634,801,1494,15.0,148.0
139,703,141,662,15.0,139.0
399,1748,407,1673,15.0,139.0
136,538,130,510,6.0,143.0
700,1922,696,1832,6.0,143.0
125,281,127,268,1.0,6.0
71,283,76,266,1.0,6.0
111,814,104,784,1.0,6.0
20,784,22,767,1.0,6.0
1108,1446,1136,1426,1.0,6.0
989,1365,983,1317,1.0,6.0
57,154,53,149,1.0,6.0
609,939,591,905,1.0,5.0
528,631,503,602,1.0,5.0
803,1062,776,1009,1.0,5.0
2752,3086,2697,3010,1.0,5.0
2186,2518,2130,2437,1.0,5.0
526,580,524,574,1.0,5.0
2465,2860,2416,2787,1.0,5.0
167,259,168,253,1.0,5.0
664,855,628,813,1.0,5.0
479,673,452,635,1.0,5.0
200,372,190,355,1.0,6.0
81,641,76,620,1.0,6.0
819,1686,792,1637,1.0,5.0
94,827,100,802,1.0,6.0
140,607,136,592,1.0,6.0
426,2126,314,1608,21.0,31.0
296,1289,207,1012,21.0,31.0
357,1649,261,1263,21.0,31.0
187,1186,140,929,21.0,31.0
22,59,16,54,21.0,31.0
164,379,139,325,21.0,31.0
116,638,71,435,21.0,31.0
324,2413,252,1845,21.0,31.0
80,366,55,272,21.0,31.0
108,134,105,122,31.0,72.0
387,462,372,435,24.0,53.0
184,280,164,255,24.0,53.0
185,277,168,235,24.0,53.0
319,369,303,346,24.0,53.0
231,298,202,278,31.0,88.0
413,517,361,469,31.0,88.0
112,183,92,154,31.0,88.0
23,29,18,28,31.0,88.0
359,442,305,402,31.0,88.0
112,287,122,272,9.0,90.0
111,390,107,354,9.0,90.0
235,556,228,500,9.0,93.0
58,375,58,362,10.0,90.0
965,1503,1013,1422,10.0,94.0
93,189,85,166,9.0,94.0
713,1223,746,1156,9.0,94.0
608,887,621,872,9.0,94.0
324,505,315,485,9.0,91.0
764,1248,740,1196,9.0,91.0
0,0,0,0,9.0,91.0
1177,2080,1214,1991,22.0,92.0
883,1199,966,1177,9.0,98.0
15,1053,10,1046,10.0,95.0
166,449,168,422,9.0,90.0
16,52,15,49,9.0,90.0
1184,1491,1196,1434,9.0,97.0
476,1834,493,1751,22.0,101.0
560,1368,560,1297,22.0,101.0
621,1144,622,1087,22.0,92.0
408,558,401,532,12.0,94.0
1292,1874,1335,1801,12.0,94.0
625,817,649,800,12.0,98.0
8,9,7,8,12.0,98.0
733,1054,753,1029,12.0,94.0
794,1164,809,1114,12.0,94.0
942,1492,941,1421,9.0,92.0
862,1165,855,1131,9.0,92.0
951,1598,955,1496,9.0,93.0
267,703,273,673,22.0,101.0
966,1597,965,1529,22.0,96.0
0,0,0,0,9.0,91.0
1178,2144,1218,2066,9.0,93.0
1500,2666,1506,2534,9.0,93.0
0,0,0,0,9.0,95.0
26,37,24,35,10.0,97.0
327,1109,341,1054,10.0,95.0
994,1578,995,1513,22.0,96.0
1312,1657,1336,1599,22.0,96.0
1112,1505,1102,1423,9.0,98.0
2609,3511,2651,3411,9.0,98.0
70,533,63,484,9.0,90.0
961,1338,984,1295,10.0,94.0
1013,1437,1025,1399,9.0,91.0
1804,2775,1853,2652,9.0,91.0
2007,2628,2099,2569,9.0,91.0
305,424,299,411,9.0,99.0
1138,1838,1120,1752,9.0,93.0
335,606,308,574,9.0,93.0
175,810,173,726,9.0,90.0
228,1209,225,1154,10.0,95.0
911,1259,956,1232,10.0,94.0
1058,1496,1092,1459,9.0,91.0
788,1143,801,1109,9.0,91.0
293,651,315,613,10.0,99.0
390,962,399,928,10.0,99.0
1006,1464,960,1370,9.0,99.0
543,829,550,801,9.0,99.0
1308,1696,1318,1644,9.0,99.0
3,3,2,2,9.0,95.0
24,77,24,75,10.0,95.0
171,288,182,273,10.0,96.0
1027,1563,1015,1481,10.0,96.0
731,1212,771,1152,10.0,96.0
1788,2485,1844,2432,9.0,91.0
656,948,645,924,9.0,91.0
475,660,473,631,9.0,91.0
700,1042,691,989,9.0,91.0
1037,1523,1031,1451,9.0,91.0
469,735,463,702,9.0,94.0
1285,1697,1264,1606,9.0,99.0
996,1282,950,1214,9.0,99.0
59,324,61,293,9.0,90.0
68,389,76,359,9.0,90.0
12,335,10,330,9.0,95.0
22,166,24,159,9.0,95.0
60,300,60,285,9.0,90.0
12,145,8,138,9.0,95.0
470,770,457,732,10.0,97.0
724,1049,732,1003,9.0,94.0
1053,1497,1090,1464,9.0,94.0
771,1320,771,1260,9.0,94.0
738,1103,745,1063,9.0,94.0
1149,2146,1166,2052,9.0,93.0
143,669,144,600,9.0,90.0
133,435,131,395,9.0,90.0
5,6,5,6,9.0,94.0
497,926,508,889,9.0,94.0
1427,2170,1461,2095,10.0,94.0
1255,1907,1284,1855,10.0,96.0
88,299,64,250,27.0,43.0
312,644,242,561,27.0,43.0
450,760,398,687,27.0,43.0
235,754,171,630,27.0,43.0
117,429,71,375,27.0,43.0
1917,2929,1812,2723,24.0,55.0
2837,3672,2812,3528,24.0,55.0
319,544,338,526,24.0,54.0
3484,4321,3426,4133,24.0,54.0
919,1776,914,1694,24.0,55.0
1991,3147,2019,2992,24.0,55.0
1957,3862,2012,3651,24.0,55.0
682,1188,702,1089,26.0,122.0
0,2,0,2,26.0,123.0
83,256,72,226,26.0,116.0
1251,1915,1271,1877,22.0,96.0
888,1515,898,1433,10.0,94.0
1183,1566,1169,1514,9.0,91.0
900,1376,882,1316,9.0,91.0
1032,1718,994,1614,9.0,91.0
604,917,590,869,9.0,91.0
1536,2092,1627,2058,12.0,98.0
2094,2805,2267,2769,12.0,98.0
575,751,564,716,9.0,99.0
1716,2151,1709,2082,9.0,99.0
38,264,39,234,9.0,90.0
230,1116,231,1078,10.0,95.0
131,713,138,667,22.0,92.0
751,1002,776,953,12.0,98.0
1980,2725,2033,2670,9.0,94.0
800,1230,775,1172,9.0,91.0
496,712,486,681,9.0,91.0
531,806,531,771,9.0,91.0
0,0,0,0,9.0,94.0
0,0,0,0,9.0,91.0
1345,2031,1346,1960,9.0,97.0
2,16,2,15,10.0,95.0
1141,1988,1309,1898,10.0,97.0
24,73,19,68,9.0,90.0
693,2377,678,2268,9.0,95.0
609,953,605,919,22.0,96.0
1005,1887,1034,1822,22.0,96.0
744,1319,768,1291,9.0,92.0
0,0,0,0,10.0,95.0
826,1193,857,1165,10.0,96.0
1579,2663,1652,2583,10.0,96.0
923,1685,920,1588,9.0,91.0
1315,2147,1337,2047,9.0,91.0
240,363,240,344,9.0,99.0
364,763,402,721,10.0,97.0
112,184,112,179,9.0,99.0
1630,2490,1599,2397,10.0,97.0
492,1291,489,1216,22.0,101.0
313,434,317,419,9.0,94.0
968,1490,991,1425,12.0,94.0
752,1314,760,1256,9.0,92.0
1579,2143,1689,2117,12.0,98.0
955,1342,987,1325,12.0,94.0
1115,1802,1065,1671,9.0,97.0
835,1333,840,1258,9.0,99.0
871,1436,924,1382,10.0,97.0
457,719,487,699,10.0,97.0
289,427,313,414,10.0,97.0
285,419,284,397,10.0,96.0
28,663,24,639,10.0,95.0
239,659,239,621,22.0,101.0
2139,2885,2230,2809,9.0,98.0
838,1233,836,1177,9.0,91.0
834,1561,852,1518,9.0,91.0
488,829,483,794,9.0,91.0
15,90,9,86,10.0,90.0
742,1183,715,1126,9.0,93.0
156,192,155,190,9.0,99.0
776,1284,765,1245,9.0,91.0
116,637,111,569,9.0,90.0
1315,1871,1281,1779,9.0,99.0
375,729,387,672,9.0,93.0
25,526,25,503,10.0,95.0
285,1076,357,978,9.0,90.0
865,1418,892,1345,10.0,94.0
254,916,264,885,10.0,95.0
698,1271,673,1166,9.0,94.0
0,0,0,0,9.0,94.0
784,1073,780,1023,22.0,96.0
83,100,87,99,12.0,98.0
14,662,10,646,10.0,95.0
2,103,4,98,10.0,95.0
1,10,3,11,10.0,94.0
684,1029,685,986,10.0,96.0
946,1481,970,1414,10.0,94.0
994,1530,987,1468,9.0,94.0
115,186,121,176,9.0,98.0
1235,1716,1228,1664,9.0,99.0
1492,2205,1513,2146,9.0,93.0
38,230,38,227,9.0,95.0
501,978,524,899,9.0,95.0
2236,2489,2177,2402,28.0,71.0
481,516,444,497,28.0,71.0
820,1248,846,1185,28.0,71.0
990,1356,974,1279,28.0,71.0
1512,2129,1463,2047,28.0,71.0
811,1268,754,1177,28.0,71.0
1065,1437,1042,1384,28.0,71.0
762,1154,720,1062,28.0,71.0
1008,1347,978,1287,28.0,71.0
1366,1689,1398,1643,28.0,71.0
2763,3229,2747,3156,28.0,71.0
930,1065,897,1019,28.0,71.0
53,65,56,66,28.0,71.0
1062,1158,1016,1112,28.0,71.0
425,730,410,682,28.0,71.0
678,1283,650,1166,28.0,71.0
1441,1937,1494,1887,28.0,71.0
664,928,626,873,28.0,71.0
790,993,797,960,28.0,71.0
626,781,625,755,28.0,71.0
1122,1405,1111,1368,28.0,71.0
1213,1626,1213,1563,28.0,71.0
1564,1904,1539,1814,28.0,71.0
2330,2809,2353,2712,28.0,71.0
64,96,52,86,19.0,74.0
93,112,75,101,19.0,74.0
78,101,67,86,19.0,74.0
53,119,47,99,19.0,74.0
196,217,177,202,28.0,68.0
188,244,146,206,1.0,5.0
324,388,292,364,1.0,5.0
92,135,82,115,1.0,5.0
2555,3112,2533,3018,28.0,72.0
1251,1544,1224,1485,28.0,72.0
743,822,709,800,28.0,72.0
600,667,588,661,28.0,72.0
2329,3037,2287,2888,28.0,72.0
2214,2545,2132,2470,28.0,72.0
364,539,356,509,28.0,72.0
1147,1727,1149,1662,28.0,72.0
797,1240,760,1172,28.0,72.0
1643,2079,1624,2021,28.0,72.0
1559,2154,1542,2087,28.0,72.0
624,961,567,862,25.0,19.0
762,1220,701,1091,25.0,19.0
436,4402,603,3685,14.0,46.0
126,2624,168,2058,14.0,46.0
113,1449,138,1256,14.0,51.0
149,1685,135,1420,14.0,51.0
531,2276,703,1958,14.0,48.0
683,3682,916,3151,14.0,49.0
412,672,385,575,25.0,19.0
612,1534,622,1339,14.0,47.0
762,2067,896,1892,14.0,47.0
1012,2137,1118,1956,14.0,47.0
204,3045,239,2540,14.0,46.0
176,3108,221,2599,14.0,46.0
94,1636,91,1436,14.0,46.0
527,3100,509,2836,14.0,51.0
427,1130,437,1058,14.0,46.0
483,1595,492,1489,14.0,46.0
658,1873,675,1733,14.0,46.0
596,1574,690,1390,14.0,47.0
618,1753,734,1563,14.0,47.0
692,1977,791,1753,14.0,47.0
606,1725,680,1551,14.0,47.0
684,2357,732,2131,14.0,50.0
402,1375,413,1229,14.0,50.0
964,3105,1047,2769,14.0,47.0
618,1964,797,1719,14.0,49.0
563,4014,645,3335,14.0,49.0
191,1278,231,1045,14.0,49.0
119,1219,142,976,14.0,49.0
243,2133,303,1749,14.0,49.0
212,2437,279,1943,14.0,49.0
145,221,128,200,14.0,46.0
2475,5445,2622,5171,14.0,46.0
571,3535,806,3023,14.0,49.0
808,2862,977,2471,14.0,49.0
110,932,96,788,14.0,51.0
95,366,97,329,21.0,51.0
224,1143,215,1032,14.0,50.0
581,2370,589,2067,14.0,48.0
208,825,212,729,21.0,48.0
225,1200,212,1062,21.0,51.0
231,1970,212,1744,21.0,51.0
535,4542,657,3836,21.0,51.0
714,2736,768,2426,14.0,48.0
594,1771,637,1587,14.0,48.0
550,2100,586,1902,14.0,48.0
966,2320,1016,2072,14.0,47.0
1442,2317,1528,2212,25.0,19.0
1040,1701,1069,1580,25.0,19.0
875,1424,944,1362,25.0,19.0
2490,3550,2411,3304,25.0,19.0
1198,1810,1128,1630,25.0,19.0
2807,4386,2853,4120,25.0,19.0
339,1959,340,1709,21.0,51.0
85,867,89,704,14.0,49.0
421,2340,561,2014,14.0,49.0
257,1831,303,1528,14.0,51.0
171,1491,196,1264,14.0,46.0
409,447,361,415,3.0,9.0
412,470,413,458,3.0,9.0
54,83,50,77,3.0,9.0
171,269,158,249,3.0,9.0
57,81,47,74,3.0,9.0
239,263,222,254,3.0,9.0
255,302,227,286,3.0,9.0
176,201,161,190,3.0,9.0
84,131,64,112,3.0,9.0
206,213,203,208,3.0,9.0
81,83,78,83,3.0,9.0
434,445,416,425,3.0,9.0
459,874,397,775,29.0,74.0
130,228,111,196,19.0,74.0
699,920,674,889,18.0,17.0
438,591,396,543,21.0,17.0
378,574,328,518,21.0,17.0
397,774,353,688,21.0,17.0
452,661,412,623,21.0,17.0
580,744,508,670,21.0,17.0
207,401,186,368,21.0,17.0
662,714,625,685,31.0,87.0
69,116,56,96,31.0,88.0
304,358,290,334,17.0,85.0
962,1319,911,1242,17.0,85.0
1434,1827,1354,1723,17.0,85.0
591,771,556,719,17.0,85.0
188,271,179,255,17.0,85.0
141,177,130,165,17.0,85.0
570,637,538,605,17.0,85.0
318,1912,311,1867,23.0,109.0
4,83,5,85,23.0,107.0
65,1245,68,1182,23.0,110.0
195,715,186,652,16.0,109.0
860,1406,792,1304,2.0,109.0
58,118,52,110,16.0,110.0
74,261,62,218,16.0,110.0
325,1016,305,920,23.0,109.0
396,998,383,920,2.0,102.0
96,315,88,288,16.0,110.0
5,12,5,12,16.0,110.0
507,1829,519,1698,16.0,102.0
485,1372,474,1237,2.0,102.0
54,264,53,222,2.0,102.0
327,554,310,503,2.0,107.0
562,2428,589,2278,23.0,111.0
27,1164,30,1133,23.0,111.0
1093,2218,1295,2059,23.0,108.0
486,1101,482,1035,23.0,104.0
41,272,38,246,23.0,111.0
406,961,379,880,16.0,104.0
554,1643,651,1580,12.0,115.0
1849,2779,1997,2716,30.0,65.0
504,572,472,547,18.0,30.0
18,82,11,70,21.0,31.0
140,648,86,571,21.0,31.0
53,75,42,67,21.0,31.0
1053,1133,1000,1082,31.0,81.0
2854,3390,2842,3279,31.0,81.0
334,395,312,378,18.0,85.0
201,265,175,238,18.0,85.0
244,294,234,288,18.0,85.0
340,425,302,390,18.0,85.0
457,598,447,591,17.0,85.0
1781,3115,1915,3010,17.0,27.0
2168,4167,2221,4079,17.0,85.0
1560,2872,1543,2766,18.0,28.0
862,1601,858,1540,18.0,28.0
1893,4063,2061,3953,13.0,27.0
1659,3074,1740,2970,17.0,27.0
461,582,442,555,18.0,28.0
579,775,568,749,17.0,28.0
349,411,343,393,18.0,28.0
99,106,89,97,5.0,13.0
219,228,215,224,5.0,13.0
250,673,200,566,19.0,80.0
150,452,76,336,19.0,80.0
159,516,124,446,19.0,80.0
228,327,203,290,19.0,80.0
204,289,164,263,19.0,80.0
50,419,42,406,11.0,23.0
828,1301,767,1260,11.0,23.0
767,1333,709,1283,11.0,23.0
1318,1751,1250,1652,11.0,23.0
225,311,217,306,11.0,23.0
1650,2334,1646,2208,11.0,23.0
123,271,122,264,11.0,24.0
1101,1618,1133,1529,11.0,23.0
207,702,188,682,11.0,23.0
1475,1888,1437,1808,11.0,24.0
246,292,232,283,11.0,23.0
979,1420,885,1371,11.0,24.0
1969,3082,1956,2972,11.0,24.0
866,1406,871,1303,11.0,24.0
127,397,131,384,11.0,24.0
1575,2304,1536,2193,11.0,24.0
107,703,101,694,11.0,24.0
2,3,2,3,11.0,24.0
31,339,24,320,11.0,24.0
1874,2780,1840,2609,11.0,24.0
2003,2788,2010,2677,11.0,24.0
0,0,0,0,11.0,23.0
112,127,105,118,31.0,72.0
452,495,435,473,28.0,88.0
272,281,252,261,28.0,88.0
87,88,78,79,28.0,88.0
1280,1418,1207,1345,28.0,88.0
1677,1862,1647,1827,28.0,88.0
1778,1938,1719,1887,28.0,88.0
954,1119,907,1064,28.0,88.0
1797,2252,1780,2193,1.0,7.0
449,498,420,470,18.0,12.0
88,168,80,143,19.0,44.0
565,682,513,626,21.0,44.0
268,412,258,386,21.0,44.0
292,357,281,337,21.0,44.0
76,1129,60,1099,13.0,131.0
248,3052,291,2949,13.0,146.0
206,1091,213,1054,13.0,131.0
99,1021,94,982,13.0,131.0
271,3092,290,2964,13.0,131.0
214,1076,179,946,6.0,143.0
0,23,2,23,15.0,143.0
12,227,8,219,13.0,142.0
227,1360,210,1182,6.0,143.0
0,10,0,10,13.0,142.0
14,537,13,509,13.0,142.0
212,1651,224,1521,13.0,147.0
303,1490,375,1263,13.0,147.0
317,1267,402,1064,13.0,134.0
1,5,0,5,13.0,134.0
67,949,131,823,13.0,134.0
35,321,36,289,13.0,142.0
59,381,49,331,27.0,39.0
258,1102,204,949,27.0,39.0
498,2078,410,1795,27.0,40.0
15,34,15,33,20.0,36.0
636,867,610,783,28.0,88.0
479,555,444,519,28.0,88.0
56,61,49,54,28.0,88.0
200,290,164,242,29.0,74.0
32,202,33,196,3.0,22.0
7,267,8,264,3.0,22.0
33,768,28,757,3.0,22.0
149,566,101,468,21.0,31.0
87,516,59,437,21.0,31.0
331,837,242,712,20.0,43.0
355,425,346,412,10.0,58.0
243,263,235,259,10.0,58.0
1331,1761,1215,1625,10.0,58.0
553,648,524,623,10.0,58.0
780,925,722,881,10.0,58.0
617,758,567,713,10.0,58.0
943,1143,885,1085,10.0,58.0
1538,2157,1519,2043,10.0,58.0
576,676,551,652,10.0,58.0
277,340,270,329,10.0,58.0
2892,3570,2821,3424,10.0,58.0
350,608,318,554,10.0,58.0
1982,2593,1932,2499,2.0,4.0
2054,2598,2002,2510,2.0,4.0
900,1590,911,1577,2.0,4.0
1121,1347,1097,1299,2.0,4.0
865,1023,795,955,18.0,17.0
155,196,144,183,18.0,17.0
223,257,198,238,18.0,17.0
113,145,106,132,18.0,17.0
831,963,776,914,5.0,13.0
339,382,318,363,5.0,13.0
216,228,208,220,5.0,13.0
584,676,557,648,5.0,13.0
617,669,599,655,5.0,13.0
439,483,421,466,5.0,13.0
226,256,210,241,5.0,13.0
1188,1311,1101,1236,3.0,18.0
167,189,162,183,3.0,18.0
1075,1335,970,1185,3.0,18.0
668,986,612,910,3.0,18.0
178,647,164,604,3.0,18.0
177,204,174,198,5.0,13.0
754,980,705,931,5.0,13.0
274,303,256,293,5.0,13.0
394,456,381,452,5.0,13.0
120,269,125,258,22.0,56.0
86,812,96,792,22.0,13.0
78,201,85,189,22.0,56.0
1093,1200,1034,1152,5.0,12.0
345,417,325,383,31.0,82.0
787,908,778,874,24.0,53.0
351,1012,319,957,24.0,53.0
873,1008,855,966,24.0,53.0
880,1078,873,1020,31.0,82.0
1616,1832,1564,1718,31.0,82.0
1167,1301,1128,1221,31.0,82.0
911,1101,892,1067,4.0,3.0
794,985,758,940,4.0,3.0
369,419,361,410,4.0,3.0
1735,1980,1653,1898,4.0,18.0
1666,2012,1600,1913,4.0,18.0
1589,2161,1550,2071,4.0,3.0
2975,3938,3003,3816,4.0,3.0
1119,1691,1114,1569,4.0,15.0
1010,1638,1043,1547,4.0,15.0
1283,2196,1325,2086,4.0,15.0
1374,1849,1400,1774,4.0,15.0
1370,1706,1325,1640,4.0,3.0
1355,1867,1321,1805,4.0,16.0
2323,3059,2327,2994,4.0,15.0
1293,1582,1235,1516,4.0,3.0
2229,2838,2145,2723,4.0,3.0
278,388,269,371,5.0,18.0
973,1130,909,1078,5.0,18.0
2478,4341,2754,4134,25.0,47.0
1345,2282,1434,2160,25.0,47.0
431,924,409,827,14.0,47.0
523,1971,538,1813,14.0,46.0
65,262,57,220,14.0,50.0
134,1261,147,1055,14.0,50.0
128,1655,128,1416,14.0,46.0
1563,1681,1494,1616,1.0,5.0
1806,2246,1685,2127,5.0,12.0
918,1117,830,1013,31.0,81.0
822,1122,758,1049,5.0,52.0
1640,2896,1600,2736,5.0,52.0
764,1840,849,1683,24.0,136.0
1719,3290,1827,3050,24.0,136.0
1468,1831,1406,1742,24.0,20.0
1559,2564,1516,2367,24.0,20.0
1461,2382,1555,2271,5.0,52.0
2275,3200,2298,3034,5.0,20.0
1861,2765,1906,2692,5.0,20.0
3388,4989,3491,4869,5.0,20.0
239,347,225,330,5.0,52.0
280,733,265,677,5.0,52.0
391,871,365,817,5.0,52.0
1103,1700,1047,1604,5.0,52.0
1481,1857,1396,1746,5.0,52.0
908,1483,879,1425,5.0,52.0
2519,4424,2623,4170,5.0,52.0
723,1379,713,1284,5.0,52.0
1419,2808,1392,2625,5.0,52.0
1913,3893,2069,3616,24.0,136.0
