pre_16_r,pre_16_tot,rrc_16_r,rrc_16_tot,SD,HD
695,1144,685,1063,5.0,52.0
1572,2636,1689,2483,5.0,52.0
1073,2121,1091,1960,5.0,136.0
844,1657,927,1562,5.0,136.0
1665,3160,1773,2940,24.0,52.0
1330,2526,1390,2378,5.0,136.0
682,1930,728,1733,24.0,136.0
662,1680,771,1580,24.0,136.0
1196,2515,1286,2368,24.0,136.0
448,603,391,532,21.0,31.0
891,1206,807,1087,21.0,31.0
864,1459,734,1266,21.0,31.0
340,389,302,358,21.0,31.0
268,299,242,278,21.0,31.0
1182,1406,1056,1285,21.0,31.0
1932,2302,1818,2151,21.0,31.0
387,459,360,433,21.0,31.0
1435,1645,1339,1516,21.0,31.0
1484,1699,1440,1645,12.0,64.0
496,612,477,582,12.0,64.0
710,798,698,771,12.0,64.0
1238,1400,1197,1355,12.0,64.0
595,656,567,629,12.0,64.0
1846,2168,1781,2082,1.0,5.0
1093,1252,1058,1221,1.0,5.0
1367,1570,1333,1529,1.0,5.0
1592,1966,1567,1933,1.0,5.0
1839,2113,1813,2068,1.0,5.0
1309,1505,1274,1464,1.0,5.0
1560,1808,1515,1766,1.0,5.0
240,760,174,570,21.0,31.0
663,757,622,719,3.0,8.0
742,1004,710,946,3.0,8.0
348,682,343,648,3.0,8.0
514,598,464,550,3.0,8.0
180,189,160,171,3.0,8.0
488,642,474,612,3.0,8.0
977,1177,970,1145,5.0,12.0
28,389,25,363,13.0,142.0
869,2369,1027,2034,15.0,134.0
15,316,8,304,13.0,142.0
428,2070,519,1750,15.0,134.0
554,2133,666,1812,15.0,134.0
363,1881,477,1577,15.0,134.0
40,747,35,728,13.0,145.0
7,56,7,55,13.0,142.0
532,601,480,557,28.0,68.0
515,600,485,560,28.0,68.0
186,222,173,207,28.0,68.0
172,189,162,179,28.0,68.0
359,400,340,377,28.0,68.0
930,3301,1007,3215,23.0,101.0
87,351,99,340,23.0,101.0
412,1135,440,1116,23.0,101.0
1569,2164,1603,2095,22.0,96.0
735,1181,738,1133,22.0,96.0
586,2009,627,1952,23.0,101.0
2010,4297,2047,4123,22.0,96.0
310,561,267,501,31.0,81.0
106,131,88,117,31.0,81.0
55,62,48,55,31.0,81.0
335,438,304,414,31.0,81.0
864,1150,773,1059,17.0,85.0
122,258,106,227,31.0,81.0
345,396,325,368,31.0,81.0
1420,1754,1384,1686,12.0,64.0
70,86,69,84,12.0,64.0
991,1141,936,1090,12.0,64.0
440,513,418,488,12.0,64.0
230,290,224,282,12.0,64.0
969,1146,933,1092,12.0,64.0
598,760,586,717,30.0,62.0
138,177,122,163,28.0,83.0
522,641,500,606,30.0,62.0
1618,2334,1752,2246,4.0,3.0
2735,3252,2721,3131,18.0,16.0
1020,1908,938,1754,25.0,73.0
11,14,11,14,11.0,25.0
770,1092,740,1010,25.0,73.0
1805,2737,1718,2528,25.0,73.0
1,2,0,1,7.0,138.0
481,829,476,794,4.0,150.0
1,2,1,2,7.0,138.0
180,614,230,508,15.0,134.0
0,1,0,1,8.0,67.0
177,199,181,199,8.0,61.0
495,560,478,533,8.0,66.0
0,0,0,0,17.0,138.0
388,1017,404,979,7.0,135.0
1262,2644,1307,2537,30.0,57.0
1815,2701,1934,2646,30.0,106.0
31,128,35,113,6.0,145.0
51,147,42,130,27.0,37.0
33,78,23,60,27.0,37.0
200,1018,201,994,6.0,142.0
88,253,89,239,15.0,148.0
17,134,20,131,13.0,131.0
891,1105,858,1078,18.0,17.0
753,924,739,906,12.0,64.0
547,628,525,592,12.0,64.0
73,149,79,141,12.0,115.0
0,0,0,0,12.0,115.0
19,244,19,207,16.0,103.0
6,21,10,21,16.0,103.0
24,52,23,47,16.0,103.0
234,287,211,263,4.0,23.0
6,10,6,10,25.0,122.0
1213,1710,1205,1599,25.0,122.0
1518,2608,1566,2465,25.0,121.0
2,4,2,4,25.0,121.0
910,1527,924,1424,25.0,121.0
0,0,0,0,25.0,121.0
150,355,162,330,25.0,118.0
0,0,0,0,30.0,106.0
2,3,2,3,30.0,65.0
0,0,0,0,30.0,65.0
0,0,0,0,30.0,65.0
125,322,132,308,30.0,65.0
0,1,0,1,30.0,106.0
1241,2250,1277,2186,30.0,106.0
672,1373,714,1295,30.0,65.0
0,0,0,0,12.0,63.0
86,139,93,133,12.0,63.0
136,248,152,242,12.0,63.0
90,214,95,201,19.0,118.0
229,326,223,306,19.0,118.0
10,15,9,13,19.0,119.0
414,1077,395,969,26.0,119.0
2170,3988,2245,3735,19.0,117.0
3,4,3,4,19.0,117.0
52,161,46,143,26.0,116.0
1214,2534,1246,2382,19.0,117.0
398,1362,437,1231,26.0,116.0
358,1062,376,978,26.0,116.0
291,641,288,563,26.0,116.0
17,21,14,20,26.0,123.0
1154,2054,1192,1850,25.0,122.0
30,47,23,33,26.0,125.0
1,4,1,4,13.0,27.0
285,549,296,540,17.0,27.0
0,0,0,0,21.0,17.0
26,55,18,51,21.0,17.0
0,0,0,0,21.0,17.0
5,8,3,6,21.0,17.0
73,162,92,153,16.0,114.0
199,865,211,801,16.0,102.0
63,151,67,142,23.0,114.0
483,696,488,667,25.0,73.0
628,1747,618,1561,21.0,45.0
69,209,58,183,21.0,45.0
14,38,12,32,21.0,45.0
294,1052,317,970,21.0,45.0
491,1118,456,1027,21.0,45.0
2,4,1,4,21.0,45.0
467,1116,456,1049,21.0,45.0
0,0,0,0,21.0,45.0
24,56,21,55,21.0,45.0
597,1138,590,1061,21.0,45.0
1,2,1,1,19.0,119.0
111,312,104,282,19.0,118.0
0,0,0,0,19.0,118.0
93,166,90,158,19.0,118.0
188,1075,183,928,16.0,104.0
672,789,648,773,3.0,4.0
106,597,112,530,14.0,49.0
1059,2522,1113,2442,18.0,76.0
129,316,135,296,18.0,76.0
198,556,218,530,18.0,76.0
133,288,148,264,18.0,28.0
124,645,138,588,14.0,50.0
214,745,220,677,14.0,50.0
614,2125,642,1993,23.0,104.0
666,1773,651,1653,23.0,109.0
61,93,59,87,12.0,115.0
1045,1259,1022,1202,3.0,11.0
750,868,725,832,3.0,11.0
1388,1682,1319,1585,22.0,59.0
378,496,363,466,31.0,81.0
540,776,519,734,31.0,81.0
104,137,101,136,31.0,81.0
112,258,101,232,31.0,81.0
1030,1111,978,1062,1.0,5.0
992,1161,946,1127,1.0,5.0
729,828,708,802,1.0,5.0
0,1,0,1,9.0,91.0
1,3,2,3,9.0,98.0
41,60,44,59,9.0,91.0
9,10,8,9,9.0,91.0
1,1,1,1,9.0,94.0
0,0,0,0,9.0,91.0
12,24,13,21,9.0,91.0
0,0,0,0,9.0,90.0
0,2,0,2,9.0,90.0
2,24,2,23,9.0,90.0
8,40,7,35,9.0,92.0
4,9,4,8,9.0,92.0
31,79,27,66,9.0,92.0
72,241,62,215,22.0,92.0
3,6,3,6,22.0,101.0
0,0,0,0,10.0,96.0
163,876,163,835,23.0,101.0
376,1045,395,1013,23.0,101.0
269,942,282,911,23.0,101.0
252,345,244,329,18.0,12.0
717,922,714,897,18.0,12.0
247,368,238,345,18.0,12.0
98,135,96,127,18.0,12.0
177,241,189,231,9.0,98.0
351,410,367,422,9.0,93.0
0,0,0,0,9.0,99.0
0,0,0,0,9.0,99.0
44,79,40,75,9.0,90.0
0,0,0,0,9.0,99.0
6,28,8,27,9.0,90.0
0,0,0,0,10.0,90.0
3,26,3,25,10.0,90.0
118,131,112,127,5.0,13.0
1010,1338,989,1273,22.0,10.0
632,774,561,705,28.0,71.0
54,94,43,80,28.0,71.0
1110,1812,1036,1688,30.0,62.0
225,683,253,609,29.0,78.0
871,1985,913,1815,29.0,78.0
90,842,95,743,29.0,77.0
586,1186,590,1073,29.0,78.0
32,182,27,157,29.0,77.0
76,687,74,636,29.0,77.0
112,984,99,879,29.0,77.0
83,599,75,540,29.0,77.0
138,703,118,582,29.0,75.0
265,2159,244,1946,29.0,75.0
2,8,2,5,29.0,78.0
1986,2578,1915,2426,18.0,32.0
435,740,400,677,30.0,69.0
946,1121,916,1080,10.0,60.0
1040,3111,1170,3068,18.0,26.0
43,53,44,52,17.0,85.0
584,690,585,674,17.0,85.0
1222,1493,1187,1445,30.0,106.0
152,491,97,372,21.0,31.0
138,532,86,371,21.0,31.0
392,496,399,489,30.0,106.0
786,1889,841,1826,12.0,65.0
14,16,13,16,25.0,121.0
107,253,108,232,26.0,120.0
0,0,0,0,21.0,118.0
2,24,6,22,26.0,123.0
0,3,0,3,19.0,119.0
0,0,0,0,19.0,118.0
0,0,0,0,19.0,118.0
12,22,10,19,19.0,120.0
0,0,0,0,16.0,103.0
0,0,0,0,19.0,117.0
0,0,0,0,19.0,117.0
0,0,0,0,19.0,118.0
2,12,1,12,26.0,116.0
42,117,43,107,26.0,125.0
16,71,17,63,26.0,124.0
75,125,77,119,25.0,122.0
1098,2506,1146,2401,12.0,63.0
2460,3740,2550,3616,4.0,15.0
0,0,0,0,13.0,145.0
987,2149,1143,2075,6.0,142.0
636,1413,650,1361,15.0,142.0
727,1469,758,1417,7.0,135.0
437,1377,456,1317,18.0,135.0
412,577,399,557,3.0,8.0
221,237,205,222,28.0,69.0
547,888,552,865,18.0,28.0
744,1113,771,1075,18.0,26.0
487,1407,519,1384,13.0,27.0
2575,3602,2702,3540,17.0,28.0
1045,3413,1136,3326,18.0,76.0
1946,3547,2197,3490,17.0,26.0
562,1773,627,1703,18.0,76.0
303,861,319,820,30.0,63.0
2459,3021,2487,2939,17.0,28.0
0,0,0,0,13.0,145.0
725,900,686,873,1.0,1.0
1444,2367,1446,2246,4.0,150.0
1395,2033,1440,1950,7.0,126.0
772,1604,811,1553,15.0,139.0
1378,2266,1405,2165,7.0,126.0
287,1156,295,1078,13.0,131.0
1127,2017,1169,1954,4.0,150.0
1012,1819,1002,1741,4.0,150.0
46,920,41,892,13.0,147.0
27,725,24,714,13.0,147.0
29,890,24,849,13.0,147.0
18,1018,21,999,13.0,147.0
645,2111,658,1965,13.0,131.0
323,660,343,607,15.0,138.0
406,928,430,870,15.0,148.0
1140,2425,1262,2188,15.0,134.0
713,1604,707,1485,15.0,148.0
780,1810,816,1735,7.0,135.0
301,1256,302,1195,18.0,149.0
485,1927,490,1826,18.0,149.0
715,2256,724,2120,18.0,149.0
50,214,51,202,6.0,131.0
1597,2322,1623,2237,11.0,129.0
1759,2341,1816,2279,7.0,150.0
182,741,187,702,6.0,143.0
242,674,272,627,7.0,138.0
1249,2655,1297,2437,7.0,133.0
992,2730,1077,2514,17.0,133.0
1502,2752,1621,2469,17.0,133.0
2102,3059,2245,2916,17.0,132.0
694,2818,700,2622,13.0,149.0
659,2394,698,2286,17.0,149.0
584,1541,561,1456,6.0,143.0
962,2312,965,2114,15.0,148.0
220,1648,254,1594,13.0,131.0
67,664,70,631,13.0,131.0
300,1529,315,1463,13.0,146.0
1179,1881,1211,1805,11.0,129.0
993,1407,1051,1356,7.0,138.0
495,2673,498,2520,18.0,149.0
1376,2428,1356,2311,4.0,127.0
972,2292,965,2196,4.0,127.0
1558,2389,1546,2281,4.0,150.0
972,2002,1158,1765,15.0,134.0
67,184,67,172,6.0,144.0
274,987,260,902,6.0,143.0
381,601,369,575,6.0,142.0
1777,2089,1747,2028,4.0,128.0
1607,1895,1536,1822,4.0,127.0
2381,3238,2410,3081,4.0,127.0
1058,1380,1124,1336,4.0,127.0
335,1138,341,1077,15.0,139.0
381,1488,381,1413,15.0,139.0
1060,2117,1102,2017,18.0,135.0
1088,2340,1121,2128,15.0,148.0
443,1387,455,1314,15.0,139.0
142,531,138,499,15.0,139.0
1076,2589,1177,2327,17.0,134.0
171,662,188,592,15.0,137.0
473,1248,503,1153,15.0,138.0
412,1936,385,1822,13.0,146.0
283,622,286,595,6.0,144.0
990,1664,996,1594,4.0,127.0
103,497,99,482,15.0,139.0
1318,1745,1340,1672,7.0,130.0
0,0,0,0,6.0,142.0
1,2,2,2,15.0,139.0
256,1027,263,925,13.0,146.0
523,1050,567,929,17.0,134.0
1840,2498,1930,2444,4.0,127.0
2746,3087,2661,3004,4.0,127.0
806,940,782,912,4.0,128.0
313,757,293,708,6.0,143.0
385,934,364,866,6.0,143.0
165,762,154,708,6.0,143.0
246,492,235,455,6.0,143.0
896,1417,879,1364,11.0,128.0
115,471,116,433,6.0,145.0
1266,2555,1322,2386,7.0,138.0
1533,2702,1662,2543,7.0,138.0
1371,2346,1417,2197,7.0,138.0
84,252,76,236,6.0,144.0
1601,1988,1577,1936,11.0,128.0
642,1265,689,1183,15.0,137.0
306,1291,314,1182,13.0,137.0
990,2101,1004,1954,6.0,129.0
373,991,362,923,6.0,144.0
773,1261,833,1162,17.0,133.0
592,1211,626,1105,17.0,133.0
33,1211,31,1190,13.0,141.0
59,1466,61,1431,13.0,141.0
1019,2308,1058,2201,18.0,135.0
608,1515,625,1455,7.0,149.0
1025,1828,1128,1710,15.0,139.0
737,1642,790,1453,15.0,148.0
82,333,77,315,6.0,141.0
86,977,91,954,6.0,141.0
204,734,210,683,6.0,140.0
1,1,0,0,11.0,128.0
968,2262,998,2163,7.0,138.0
85,1752,76,1678,13.0,147.0
313,1392,338,1342,15.0,139.0
153,973,162,940,13.0,131.0
73,697,67,648,13.0,131.0
161,2168,159,2087,13.0,131.0
1701,2421,1689,2329,11.0,128.0
297,729,308,687,7.0,138.0
415,1203,432,1141,7.0,135.0
1273,1821,1322,1742,17.0,132.0
792,3209,831,3084,7.0,135.0
482,3031,482,2879,15.0,141.0
27,192,27,192,15.0,139.0
440,1579,439,1489,6.0,144.0
452,1417,441,1303,6.0,144.0
1160,2523,1221,2408,15.0,138.0
39,902,39,874,15.0,139.0
650,1373,630,1259,11.0,144.0
12,22,11,21,6.0,143.0
0,0,0,0,6.0,143.0
96,362,97,347,6.0,143.0
810,1511,838,1403,17.0,138.0
1104,1550,1085,1488,11.0,129.0
1918,2661,1884,2551,11.0,128.0
1099,1434,1072,1374,11.0,128.0
152,834,160,793,13.0,146.0
494,1017,494,918,13.0,137.0
323,1008,335,931,13.0,137.0
217,889,185,782,13.0,137.0
49,237,43,212,13.0,137.0
869,1944,904,1857,7.0,149.0
693,1395,700,1328,11.0,144.0
977,2362,1002,2200,11.0,129.0
742,1165,825,1101,17.0,138.0
0,0,0,0,15.0,141.0
3,5,2,4,15.0,141.0
885,2972,903,2745,6.0,147.0
198,825,180,753,6.0,145.0
194,806,189,711,6.0,145.0
196,891,182,816,6.0,145.0
40,127,38,124,6.0,141.0
131,960,129,872,6.0,140.0
25,237,25,221,6.0,140.0
126,627,128,568,6.0,145.0
144,1057,133,1016,15.0,141.0
868,1787,858,1724,15.0,141.0
728,1564,742,1494,15.0,126.0
1885,2610,1909,2532,7.0,150.0
1992,2380,1988,2314,7.0,130.0
587,1032,581,991,11.0,128.0
396,863,381,808,6.0,144.0
594,979,574,936,11.0,129.0
642,1383,641,1332,6.0,144.0
360,1044,340,992,6.0,144.0
0,3,0,2,6.0,140.0
1760,2531,1768,2419,7.0,130.0
1962,2743,2050,2664,7.0,130.0
2162,2716,2167,2625,11.0,128.0
356,1530,354,1441,13.0,137.0
2071,2948,2112,2838,7.0,130.0
2078,2754,2148,2645,7.0,130.0
53,175,52,167,6.0,144.0
741,2226,753,2112,7.0,135.0
689,2227,700,2117,7.0,135.0
394,1834,394,1705,17.0,149.0
345,1287,336,1191,17.0,149.0
307,1495,297,1414,13.0,131.0
867,1465,939,1336,17.0,133.0
2333,2921,2346,2780,7.0,130.0
1453,1915,1485,1829,7.0,126.0
614,927,627,899,7.0,130.0
294,950,294,899,4.0,127.0
572,1773,582,1686,4.0,127.0
58,297,59,286,15.0,142.0
338,1562,316,1469,15.0,143.0
424,1910,407,1800,6.0,143.0
142,597,138,540,6.0,143.0
51,915,42,901,13.0,141.0
1171,2351,1233,2172,17.0,138.0
1338,2255,1446,2073,11.0,129.0
279,949,334,865,15.0,134.0
241,419,244,390,17.0,138.0
225,756,237,713,6.0,144.0
1271,2331,1380,2216,15.0,138.0
996,1347,1049,1290,7.0,130.0
151,270,147,258,15.0,141.0
1536,1969,1540,1864,7.0,126.0
1522,2399,1631,2321,7.0,126.0
1657,2154,1726,2093,7.0,126.0
1206,2275,1241,2195,7.0,150.0
2162,2721,2183,2635,7.0,150.0
110,209,112,201,7.0,150.0
7,99,6,96,6.0,143.0
466,1510,404,1345,6.0,143.0
1256,1957,1272,1845,7.0,126.0
296,884,290,812,15.0,148.0
338,1110,327,1046,15.0,148.0
118,337,113,326,6.0,144.0
1011,2089,1139,1889,15.0,139.0
461,983,533,895,15.0,139.0
708,1306,781,1183,15.0,139.0
1126,2441,1199,2235,17.0,133.0
808,1989,818,1833,7.0,138.0
1597,3187,1645,3027,7.0,135.0
455,1106,482,1026,15.0,148.0
907,2342,931,2260,15.0,142.0
852,1683,822,1607,6.0,144.0
562,788,549,757,11.0,128.0
1347,2851,1426,2631,17.0,133.0
933,1624,1006,1464,17.0,133.0
1564,2543,1725,2341,17.0,133.0
2311,2980,2319,2868,17.0,132.0
1684,3276,1810,3190,18.0,132.0
158,550,151,508,6.0,144.0
1921,2552,1941,2450,4.0,127.0
1753,2525,1764,2388,4.0,127.0
1638,2181,1672,2100,4.0,127.0
346,1309,345,1169,13.0,131.0
531,2153,541,2023,13.0,149.0
568,2443,595,2302,17.0,149.0
524,2225,528,2076,17.0,149.0
922,1991,976,1830,13.0,137.0
334,2359,353,2252,15.0,139.0
636,1283,652,1222,4.0,126.0
193,1112,203,1061,15.0,139.0
195,684,211,633,15.0,148.0
175,969,181,815,6.0,145.0
80,856,72,804,6.0,142.0
595,3116,563,2954,6.0,142.0
1717,2104,1701,2043,11.0,128.0
509,1768,656,1487,15.0,134.0
1416,1881,1407,1801,11.0,129.0
307,451,289,425,11.0,129.0
728,979,720,944,11.0,129.0
926,1553,884,1471,11.0,128.0
41,982,42,952,15.0,139.0
50,967,56,942,15.0,139.0
12,25,11,23,15.0,148.0
30,925,20,904,13.0,141.0
452,1818,447,1686,13.0,149.0
345,2356,337,2284,15.0,141.0
289,900,301,854,15.0,141.0
9,98,9,96,15.0,141.0
497,1560,490,1498,4.0,127.0
401,1206,406,1118,15.0,148.0
378,1164,375,1098,15.0,148.0
296,1169,279,1102,15.0,148.0
120,665,125,627,15.0,139.0
14,280,9,276,6.0,141.0
36,779,29,757,6.0,141.0
39,171,41,150,6.0,141.0
408,1620,450,1408,6.0,145.0
1001,1531,1011,1429,11.0,129.0
895,1330,937,1266,11.0,129.0
1546,2188,1508,2047,11.0,129.0
1264,1812,1276,1708,11.0,129.0
1328,2101,1338,1910,11.0,129.0
775,1503,783,1422,15.0,126.0
1223,1798,1217,1731,7.0,130.0
1545,2546,1597,2442,7.0,126.0
854,1646,847,1544,15.0,126.0
1703,2683,1751,2630,7.0,130.0
1291,1499,1315,1475,7.0,130.0
790,1119,779,1072,7.0,130.0
681,1327,755,1193,15.0,134.0
330,1718,337,1583,13.0,137.0
438,1979,459,1891,6.0,142.0
146,863,156,789,15.0,137.0
1653,2365,1623,2226,11.0,128.0
1125,1519,1150,1425,4.0,127.0
1430,2914,1428,2736,11.0,129.0
1,1,1,1,13.0,145.0
495,1761,610,1509,6.0,147.0
447,1249,529,1111,6.0,147.0
333,1103,397,933,15.0,145.0
320,1208,397,1016,15.0,145.0
47,464,67,442,13.0,142.0
589,1433,586,1343,6.0,144.0
338,766,332,709,6.0,144.0
55,332,51,322,15.0,141.0
192,1677,200,1658,15.0,139.0
375,1194,395,1088,15.0,137.0
1626,2247,1746,2189,4.0,127.0
1950,2780,2023,2709,4.0,127.0
402,1045,376,985,15.0,142.0
352,2273,355,2187,6.0,142.0
476,1199,462,1136,6.0,143.0
1638,2750,1695,2632,7.0,126.0
1784,2534,1845,2447,7.0,126.0
2114,2852,2115,2705,7.0,126.0
506,1750,517,1587,13.0,149.0
310,1037,374,880,15.0,145.0
3,6,4,6,6.0,147.0
749,1715,753,1637,4.0,150.0
1114,2317,1106,2211,4.0,150.0
1429,2147,1430,2075,18.0,130.0
1975,2339,1970,2254,7.0,130.0
339,539,340,520,17.0,132.0
158,1007,149,968,15.0,139.0
53,1111,62,1098,15.0,139.0
274,312,273,308,24.0,68.0
244,287,228,275,3.0,18.0
1444,1919,1335,1777,3.0,18.0
645,751,622,719,22.0,56.0
400,468,385,451,22.0,56.0
1587,2099,1577,2037,22.0,56.0
532,640,506,617,22.0,56.0
816,944,750,887,22.0,13.0
441,562,410,539,22.0,13.0
210,235,195,223,22.0,13.0
530,622,472,570,22.0,56.0
1018,1245,981,1193,22.0,56.0
736,871,668,801,22.0,56.0
28,70,38,69,22.0,56.0
224,661,249,621,22.0,56.0
43,182,54,178,22.0,13.0
106,272,128,252,22.0,13.0
104,255,153,265,22.0,13.0
65,288,63,272,22.0,13.0
142,408,134,384,22.0,56.0
75,345,77,312,22.0,13.0
84,412,82,394,22.0,13.0
234,556,242,524,22.0,56.0
79,348,75,334,22.0,56.0
922,1346,960,1313,22.0,56.0
32,61,33,57,22.0,13.0
144,238,130,224,22.0,13.0
104,216,107,199,22.0,13.0
257,342,261,334,22.0,56.0
102,146,93,136,22.0,13.0
1776,2276,1714,2155,22.0,56.0
49,205,53,189,22.0,13.0
1334,1896,1349,1830,22.0,56.0
1649,2003,1612,1943,22.0,56.0
70,201,73,197,22.0,13.0
247,492,254,479,22.0,13.0
248,701,249,685,22.0,56.0
702,1188,712,1123,22.0,56.0
235,498,234,478,22.0,56.0
139,328,144,315,22.0,56.0
159,500,152,477,22.0,56.0
63,193,63,190,22.0,56.0
506,872,509,837,22.0,56.0
708,945,708,926,4.0,16.0
519,625,512,617,4.0,16.0
2255,2691,2207,2593,18.0,3.0
1801,2107,1779,2056,7.0,3.0
1695,1957,1676,1907,7.0,3.0
3442,3972,3380,3842,18.0,3.0
2432,3504,2548,3361,4.0,15.0
2305,3364,2276,3246,4.0,3.0
1469,2297,1483,2208,4.0,15.0
1024,1399,1004,1347,4.0,16.0
574,872,567,828,4.0,16.0
2042,3097,2134,2956,7.0,3.0
0,0,0,0,22.0,94.0
337,753,356,740,9.0,94.0
504,1079,543,1048,22.0,92.0
403,918,420,890,22.0,92.0
84,401,87,382,22.0,92.0
516,1599,556,1554,22.0,92.0
390,766,431,731,22.0,92.0
9,22,10,21,22.0,92.0
612,710,549,658,3.0,9.0
639,721,587,695,3.0,9.0
311,343,293,332,3.0,9.0
682,780,636,738,3.0,9.0
243,267,227,254,3.0,9.0
137,154,128,145,3.0,9.0
369,469,341,444,1.0,5.0
553,615,535,593,1.0,5.0
1168,1423,1111,1377,1.0,5.0
403,528,376,511,1.0,5.0
435,533,403,521,1.0,5.0
477,942,417,834,19.0,80.0
41,260,36,225,19.0,80.0
133,667,103,596,19.0,80.0
383,841,337,778,19.0,80.0
718,982,648,897,19.0,80.0
208,288,185,259,19.0,80.0
295,332,278,316,19.0,80.0
745,1224,661,1118,19.0,80.0
64,79,62,78,19.0,80.0
171,204,160,192,19.0,80.0
92,228,84,213,18.0,30.0
64,165,56,151,18.0,30.0
419,640,391,592,18.0,30.0
308,517,299,481,18.0,30.0
608,800,539,748,18.0,30.0
213,317,202,300,18.0,30.0
374,582,354,549,18.0,30.0
972,1461,916,1367,18.0,30.0
1904,2309,1757,2165,18.0,30.0
697,842,664,811,18.0,30.0
218,309,207,298,17.0,85.0
232,900,212,854,18.0,12.0
35,56,38,53,18.0,12.0
421,550,397,514,18.0,12.0
6,30,5,27,18.0,12.0
12,16,10,12,21.0,80.0
25,40,20,38,21.0,80.0
140,293,109,251,27.0,37.0
157,445,136,375,27.0,37.0
12,41,11,36,27.0,37.0
79,229,68,206,27.0,37.0
162,194,140,175,27.0,37.0
1238,2752,1301,2549,24.0,136.0
551,1633,562,1451,24.0,136.0
467,1365,480,1230,24.0,136.0
921,2948,997,2598,24.0,136.0
1264,1791,1249,1687,11.0,24.0
1522,2514,1576,2448,4.0,150.0
1778,2672,1799,2590,7.0,150.0
1721,2679,1826,2596,4.0,126.0
20,459,16,452,6.0,128.0
0,0,0,0,6.0,143.0
0,2,0,2,6.0,143.0
89,472,71,443,6.0,145.0
69,1118,66,1089,13.0,131.0
20,686,25,654,15.0,143.0
381,918,380,880,4.0,150.0
289,1189,258,1101,6.0,143.0
1544,2349,1569,2257,7.0,150.0
249,357,240,337,22.0,56.0
276,350,276,348,22.0,56.0
1389,1990,1380,1909,22.0,56.0
177,402,172,397,22.0,13.0
138,223,134,213,22.0,56.0
985,1330,953,1264,22.0,56.0
421,552,393,529,22.0,56.0
74,676,66,651,22.0,13.0
345,644,370,620,22.0,56.0
80,1506,76,1484,22.0,13.0
1655,2227,1734,2149,22.0,56.0
645,1205,651,1145,22.0,56.0
900,1224,951,1202,22.0,56.0
847,1466,829,1422,22.0,56.0
125,226,116,211,22.0,13.0
6,27,6,27,22.0,13.0
369,980,349,945,22.0,13.0
1875,2699,1843,2572,22.0,56.0
258,485,249,469,22.0,13.0
308,712,290,685,22.0,13.0
1802,2685,1845,2628,22.0,56.0
1703,2613,1765,2532,22.0,56.0
75,223,76,216,22.0,56.0
660,1007,666,962,22.0,56.0
1410,1705,1371,1640,22.0,56.0
1930,2575,1929,2477,22.0,56.0
1577,1846,1536,1783,4.0,16.0
1547,1732,1491,1658,4.0,16.0
637,737,612,717,4.0,16.0
1643,1967,1594,1889,4.0,16.0
77,197,59,162,21.0,80.0
222,278,195,241,31.0,88.0
101,112,99,109,30.0,68.0
1739,1981,1733,1940,30.0,68.0
950,1123,920,1090,30.0,68.0
235,262,231,256,30.0,68.0
133,147,123,137,30.0,68.0
1075,1257,1029,1223,30.0,68.0
170,173,159,164,30.0,68.0
394,947,275,714,21.0,31.0
71,239,47,183,21.0,31.0
14,64,7,48,21.0,31.0
0,0,0,0,10.0,95.0
0,0,0,0,22.0,92.0
128,580,123,543,3.0,8.0
205,222,199,212,5.0,12.0
0,0,0,0,5.0,12.0
672,878,636,836,18.0,12.0
18,24,20,26,6.0,141.0
106,301,102,273,6.0,140.0
1548,3400,1621,3281,15.0,127.0
1006,1875,980,1770,11.0,128.0
218,431,216,402,6.0,128.0
1405,2076,1434,2029,7.0,150.0
590,1341,556,1258,6.0,128.0
719,1093,680,1021,6.0,143.0
909,1114,862,1057,4.0,128.0
73,1146,58,1128,6.0,142.0
1628,2364,1558,2250,4.0,128.0
1503,3091,1613,3010,15.0,142.0
51,147,48,119,13.0,145.0
2277,3348,2280,3210,4.0,127.0
1250,2037,1305,1964,18.0,132.0
1721,2953,1757,2849,15.0,127.0
1854,2694,1923,2605,7.0,126.0
2007,3038,2070,2919,7.0,132.0
17,43,16,37,6.0,141.0
98,626,95,607,6.0,141.0
1588,2366,1660,2312,7.0,150.0
1218,1697,1304,1680,7.0,126.0
1450,2998,1401,2829,4.0,128.0
1035,1348,996,1282,4.0,128.0
49,512,46,505,6.0,141.0
105,508,107,487,15.0,141.0
303,981,307,921,6.0,140.0
88,461,74,438,15.0,141.0
1672,2690,1708,2606,7.0,130.0
1655,2285,1620,2132,7.0,130.0
1448,2258,1471,2125,7.0,135.0
1433,2171,1409,2076,4.0,150.0
1529,2164,1560,2104,7.0,126.0
1527,2189,1583,2122,7.0,126.0
1207,2102,1239,2000,7.0,126.0
2197,3153,2404,3083,7.0,126.0
318,990,331,966,15.0,141.0
1271,2625,1303,2530,4.0,139.0
157,1142,147,1009,6.0,145.0
1468,2205,1529,2136,7.0,126.0
18,334,11,329,13.0,142.0
1159,2083,1146,1991,7.0,126.0
1962,3602,2027,3437,7.0,130.0
1073,2368,1128,2259,7.0,148.0
1310,2610,1362,2483,18.0,132.0
1469,2481,1490,2332,7.0,135.0
712,901,677,866,1.0,7.0
503,634,467,599,1.0,7.0
492,944,458,898,1.0,7.0
47,49,39,42,28.0,69.0
583,717,519,587,8.0,2.0
387,450,365,421,8.0,2.0
